Redshift Table,Databricks Table
raw_revenue.evolutions_snapshot_2021_03_10,source.revenue.evolutions_snapshot_2021_03_10
raw_revenue.evolutions_snapshot_2021_04_10,source.revenue.evolutions_snapshot_2021_04_10
raw_revenue.evolutions_snapshot_2021_05_10,source.revenue.evolutions_snapshot_2021_05_10
raw_revenue.evolutions_snapshot_2021_06_10,source.revenue.evolutions_snapshot_2021_06_10
raw_revenue.evolutions_snapshot_2021_07_10,source.revenue.evolutions_snapshot_2021_07_10
raw_revenue.evolutions_snapshot_2021_08_06,source.revenue.evolutions_snapshot_2021_08_06
raw_revenue.evolutions_snapshot_2021_08_10,source.revenue.evolutions_snapshot_2021_08_10
raw_revenue.evolutions_snapshot_2021_09_05,source.revenue.evolutions_snapshot_2021_09_05
raw_revenue.evolutions_snapshot_2021_10_05,source.revenue.evolutions_snapshot_2021_10_05
raw_revenue.evolutions_snapshot_2021_10_06,source.revenue.evolutions_snapshot_2021_10_06
raw_revenue.evolutions_snapshot_2021_11_03,source.revenue.evolutions_snapshot_2021_11_03
raw_revenue.evolutions_snapshot_2021_12_03,source.revenue.evolutions_snapshot_2021_12_03
raw_revenue.evolutions_snapshot_2022_01_03,source.revenue.evolutions_snapshot_2022_01_03
raw_revenue.evolutions_snapshot_2022_02_03,source.revenue.evolutions_snapshot_2022_02_03
raw_revenue.evolutions_snapshot_2022_03_03,source.revenue.evolutions_snapshot_2022_03_03
raw_revenue.evolutions_snapshot_2022_04_03,source.revenue.evolutions_snapshot_2022_04_03
raw_revenue.evolutions_snapshot_2022_05_03,source.revenue.evolutions_snapshot_2022_05_03
raw_revenue.evolutions_snapshot_2022_06_03,source.revenue.evolutions_snapshot_2022_06_03
raw_revenue.evolutions_snapshot_2022_07_03,source.revenue.evolutions_snapshot_2022_07_03
raw_revenue.evolutions_snapshot_2022_08_03,source.revenue.evolutions_snapshot_2022_08_03
raw_revenue.evolutions_snapshot_2022_09_03,source.revenue.evolutions_snapshot_2022_09_03
raw_revenue.evolutions_snapshot_2022_10_03,source.revenue.evolutions_snapshot_2022_10_03
raw_revenue.evolutions_snapshot_2022_11_03,source.revenue.evolutions_snapshot_2022_11_03
raw_revenue.evolutions_snapshot_2022_12_03,source.revenue.evolutions_snapshot_2022_12_03
raw_revenue.evolutions_snapshot_2023_01_03,source.revenue.evolutions_snapshot_2023_01_03
raw_revenue.evolutions_snapshot_2023_02_03,source.revenue.evolutions_snapshot_2023_02_03
raw_revenue.evolutions_snapshot_2023_03_03,source.revenue.evolutions_snapshot_2023_03_03
raw_revenue.evolutions_snapshot_2023_04_03,source.revenue.evolutions_snapshot_2023_04_03
raw_revenue.evolutions_snapshot_2023_05_03,source.revenue.evolutions_snapshot_2023_05_03
raw_revenue.evolutions_snapshot_2023_06_03,source.revenue.evolutions_snapshot_2023_06_03
raw_revenue.evolutions_snapshot_2023_07_03,source.revenue.evolutions_snapshot_2023_07_03
raw_revenue.evolutions_snapshot_2023_08_03,source.revenue.evolutions_snapshot_2023_08_03
raw_revenue.evolutions_snapshot_2023_09_03,source.revenue.evolutions_snapshot_2023_09_03
raw_revenue.evolutions_snapshot_2023_10_03,source.revenue.evolutions_snapshot_2023_10_03
raw_revenue.evolutions_snapshot_2023_11_06,source.revenue.evolutions_snapshot_2023_11_06
raw_revenue.evolutions_snapshot_2023_12_03,source.revenue.evolutions_snapshot_2023_12_03
raw_revenue.evolutions_snapshot_2024_01_03,source.revenue.evolutions_snapshot_2024_01_03
raw_revenue.evolutions_snapshot_2024_02_03,source.revenue.evolutions_snapshot_2024_02_03
raw_revenue.evolutions_snapshot_2024_03_03,source.revenue.evolutions_snapshot_2024_03_03
raw_revenue.evolutions_snapshot_2024_03_18,source.revenue.evolutions_snapshot_2024_03_18
raw_revenue.evolutions_snapshot_2024_04_03,source.revenue.evolutions_snapshot_2024_04_03
raw_revenue.evolutions_snapshot_2024_05_03,source.revenue.evolutions_snapshot_2024_05_03
raw_revenue.evolutions_snapshot_2024_06_03,source.revenue.evolutions_snapshot_2024_06_03
raw_revenue.evolutions_snapshot_2024_07_03,source.revenue.evolutions_snapshot_2024_07_03
raw_revenue.evolutions_snapshot_2024_08_03,source.revenue.evolutions_snapshot_2024_08_03
raw_revenue.evolutions_snapshot_2024_09_03,source.revenue.evolutions_snapshot_2024_09_03
raw_revenue.evolutions_snapshot_2024_10_03,source.revenue.evolutions_snapshot_2024_10_03
raw_revenue.evolutions_snapshot_2024_11_03,source.revenue.evolutions_snapshot_2024_11_03
raw_revenue.evolutions_snapshot_2024_12_03,source.revenue.evolutions_snapshot_2024_12_03
raw_revenue.evolutions_snapshot_2025_01_03,source.revenue.evolutions_snapshot_2025_01_03
raw_revenue.evolutions_snapshot_2025_02_03,source.revenue.evolutions_snapshot_2025_02_03
raw_revenue.evolutions_snapshot_2025_03_03,source.revenue.evolutions_snapshot_2025_03_03
raw_revenue.evolutions_snapshot_2025_04_03,source.revenue.evolutions_snapshot_2025_04_03
raw_revenue.evolutions_snapshot_2025_05_03,source.revenue.evolutions_snapshot_2025_05_03
raw_rolling_month_per_application.metrics,source.rolling_month_per_application.metrics
raw_salesforce.account,source.salesforce.account
raw_salesforce.account_contact_role__c,source.salesforce.account_contact_role__c
raw_salesforce.account_snapshots,source.salesforce.account_snapshots
raw_salesforce.account_snapshots_with_holes,source.salesforce.account_snapshots_with_holes
raw_salesforce.accounthistory,source.salesforce.accounthistory
raw_salesforce.algoliaapp__c,source.salesforce.algoliaapp__c
raw_salesforce.campaign,source.salesforce.campaign
raw_salesforce.campaignmember,source.salesforce.campaignmember
raw_salesforce.case,source.salesforce.case
raw_salesforce.casehistory,source.salesforce.casehistory
raw_salesforce.contact,source.salesforce.contact
raw_salesforce.contacthistory,source.salesforce.contacthistory
raw_salesforce.contract,source.salesforce.contract
raw_salesforce.contracthistory,source.salesforce.contracthistory
raw_salesforce.datedconversionrate,source.salesforce.datedconversionrate
raw_salesforce.dnbconnect__d_b_connect_company_profile__c,source.salesforce.dnbconnect__d_b_connect_company_profile__c
raw_salesforce.event,source.salesforce.event
raw_salesforce.gap__c,source.salesforce.gap__c
raw_salesforce.gong__gong_call__c,source.salesforce.gong__gong_call__c
raw_salesforce.gong__related_account__c,source.salesforce.gong__related_account__c
raw_salesforce.gong__related_contact__c,source.salesforce.gong__related_contact__c
raw_salesforce.gong__related_lead__c,source.salesforce.gong__related_lead__c
raw_salesforce.gong__related_opportunity__c,source.salesforce.gong__related_opportunity__c
raw_salesforce.lead,source.salesforce.lead
raw_salesforce.leadhistory,source.salesforce.leadhistory
raw_salesforce.non_standard_deal_request__c,source.salesforce.non_standard_deal_request__c
raw_salesforce.non_standard_deal_request__history,source.salesforce.non_standard_deal_request__history
raw_salesforce.opportunity,source.salesforce.opportunity
raw_salesforce.opportunity_snapshots,source.salesforce.opportunity_snapshots
raw_salesforce.opportunity_snapshots_with_holes,source.salesforce.opportunity_snapshots_with_holes
raw_salesforce.opportunitycontactrole,source.salesforce.opportunitycontactrole
raw_salesforce.opportunityfieldhistory,source.salesforce.opportunityfieldhistory
raw_salesforce.opportunityhistory,source.salesforce.opportunityhistory
raw_salesforce.opportunitylineitem,source.salesforce.opportunitylineitem
raw_salesforce.opportunitysplit,source.salesforce.opportunitysplit
raw_salesforce.opportunitysplit_snapshots,source.salesforce.opportunitysplit_snapshots
raw_salesforce.opportunitysplit_snapshots_with_holes,source.salesforce.opportunitysplit_snapshots_with_holes
raw_salesforce.opportunityteammember,source.salesforce.opportunityteammember
raw_salesforce.order,source.salesforce.order
raw_salesforce.orderitem,source.salesforce.orderitem
raw_salesforce.partner_involved__c,source.salesforce.partner_involved__c
raw_salesforce.pricebook2,source.salesforce.pricebook2
raw_salesforce.pricebookentry,source.salesforce.pricebookentry
raw_salesforce.product2,source.salesforce.product2
raw_salesforce.productgap__c,source.salesforce.productgap__c
raw_salesforce.recordtype,source.salesforce.recordtype
raw_salesforce.sbaa__approval__c,source.salesforce.sbaa__approval__c
raw_salesforce.sbaa__approver__c,source.salesforce.sbaa__approver__c
raw_salesforce.sbqq__quote__c,source.salesforce.sbqq__quote__c
raw_salesforce.sbqq__quoteline__c,source.salesforce.sbqq__quoteline__c
raw_salesforce.sbqq__subscription__c,source.salesforce.sbqq__subscription__c
raw_salesforce.sdr_meetings__c,source.salesforce.sdr_meetings__c
raw_salesforce.task,source.salesforce.task
raw_salesforce.user,source.salesforce.user
raw_salesforce.userrole,source.salesforce.userrole
raw_salesforce.workramp_assignment__c,source.salesforce.workramp_assignment__c
raw_salesforce.workrampapp__workramp_academy_certification__c,source.salesforce.workrampapp__workramp_academy_certification__c
raw_salesforce.workrampapp__workramp_academy_registration__c,source.salesforce.workrampapp__workramp_academy_registration__c
raw_salesforce.xbeamprod__crossbeam_overlap__c,source.salesforce.xbeamprod__crossbeam_overlap__c
raw_search_console.searchdata_site_impression,source.search_console.searchdata_site_impression
raw_search_console.searchdata_url_impression,source.search_console.searchdata_url_impression
raw_shopify.billing_charges,source.shopify.billing_charges
raw_shopify.configurations,source.shopify.configurations
raw_shopify.plans,source.shopify.plans
raw_shopify.uninstallations,source.shopify.uninstallations
raw_stripe_eu.balance_transactions,source.stripe_eu.balance_transactions
raw_stripe_eu.charges,source.stripe_eu.charges
raw_stripe_eu.customers,source.stripe_eu.customers
raw_stripe_us.balance_transactions,source.stripe_us.balance_transactions
raw_stripe_us.charges,source.stripe_us.charges
raw_stripe_us.customers,source.stripe_us.customers
raw_telemetry.autocomplete,source.telemetry.autocomplete
raw_telemetry.autocomplete_snapshots,source.telemetry.autocomplete_snapshots
raw_telemetry.instantsearch,source.telemetry.instantsearch
raw_telemetry.instantsearch_snapshots,source.telemetry.instantsearch_snapshots
raw_toggl.clients,source.toggl.clients
raw_toggl.projects,source.toggl.projects
raw_toggl.time_entries,source.toggl.time_entries
raw_twitter_ads.account_age_report,source.twitter_ads.account_age_report
raw_twitter_ads.account_devices_report,source.twitter_ads.account_devices_report
raw_twitter_ads.account_events_report,source.twitter_ads.account_events_report
raw_twitter_ads.account_gender_report,source.twitter_ads.account_gender_report
raw_twitter_ads.account_history,source.twitter_ads.account_history
raw_twitter_ads.account_locations_report,source.twitter_ads.account_locations_report
raw_twitter_ads.account_media_history,source.twitter_ads.account_media_history
raw_twitter_ads.account_metros_report,source.twitter_ads.account_metros_report
raw_twitter_ads.account_platform_versions_report,source.twitter_ads.account_platform_versions_report
raw_twitter_ads.account_platforms_report,source.twitter_ads.account_platforms_report
raw_twitter_ads.account_regions_report,source.twitter_ads.account_regions_report
raw_twitter_ads.account_report,source.twitter_ads.account_report
raw_twitter_ads.campaign_age_report,source.twitter_ads.campaign_age_report
raw_twitter_ads.campaign_cities_report,source.twitter_ads.campaign_cities_report
raw_twitter_ads.campaign_conversion_tags_report,source.twitter_ads.campaign_conversion_tags_report
raw_twitter_ads.campaign_devices_report,source.twitter_ads.campaign_devices_report
raw_twitter_ads.campaign_events_report,source.twitter_ads.campaign_events_report
raw_twitter_ads.campaign_gender_report,source.twitter_ads.campaign_gender_report
raw_twitter_ads.campaign_history,source.twitter_ads.campaign_history
raw_twitter_ads.campaign_interests_report,source.twitter_ads.campaign_interests_report
raw_twitter_ads.campaign_keywords_report,source.twitter_ads.campaign_keywords_report
raw_twitter_ads.campaign_locations_report,source.twitter_ads.campaign_locations_report
raw_twitter_ads.campaign_metros_report,source.twitter_ads.campaign_metros_report
raw_twitter_ads.campaign_platform_versions_report,source.twitter_ads.campaign_platform_versions_report
raw_twitter_ads.campaign_platforms_report,source.twitter_ads.campaign_platforms_report
raw_twitter_ads.campaign_postal_codes_report,source.twitter_ads.campaign_postal_codes_report
raw_twitter_ads.campaign_reach_daily_report,source.twitter_ads.campaign_reach_daily_report
raw_twitter_ads.campaign_reach_monthly_report,source.twitter_ads.campaign_reach_monthly_report
raw_twitter_ads.campaign_reason_history,source.twitter_ads.campaign_reason_history
raw_twitter_ads.campaign_regions_report,source.twitter_ads.campaign_regions_report
raw_twitter_ads.campaign_report,source.twitter_ads.campaign_report
raw_twitter_ads.card_component,source.twitter_ads.card_component
raw_twitter_ads.card_history,source.twitter_ads.card_history
raw_twitter_ads.funding_instrument_age_report,source.twitter_ads.funding_instrument_age_report
raw_twitter_ads.funding_instrument_devices_report,source.twitter_ads.funding_instrument_devices_report
raw_twitter_ads.funding_instrument_events_report,source.twitter_ads.funding_instrument_events_report
raw_twitter_ads.funding_instrument_gender_report,source.twitter_ads.funding_instrument_gender_report
raw_twitter_ads.funding_instrument_history,source.twitter_ads.funding_instrument_history
raw_twitter_ads.funding_instrument_locations_report,source.twitter_ads.funding_instrument_locations_report
raw_twitter_ads.funding_instrument_metros_report,source.twitter_ads.funding_instrument_metros_report
raw_twitter_ads.funding_instrument_platform_versions_report,source.twitter_ads.funding_instrument_platform_versions_report
raw_twitter_ads.funding_instrument_platforms_report,source.twitter_ads.funding_instrument_platforms_report
raw_twitter_ads.funding_instrument_reach_daily_report,source.twitter_ads.funding_instrument_reach_daily_report
